Column	Adipocytes_SRR1296133	CD4_SRR1422906	HMVEC_SRR2776477	M1_SRR2910670	M2_SRR2939149	P-value	Pearson Correlation	RMSE	
177	0.4678697574209952	0.18802972891923794	0.10700532753285652	0.0014804611752202554	0.23561472495169017	0.0	0.6620351533698189	0.7489497590122705
178	0.5671244605421378	0.06341074814738269	0.1284735471018481	0.0026818673762826466	0.2383093768323487	0.0	0.6429517308608474	0.7803901280455928
179	0.05418040839124508	0.3533202235296836	0.432049143481637	0.0023511342278788425	0.15809909036955552	0.0	0.7017378381897872	0.7328093666979336
180	0.526319676785173	0.05291912652256693	0.3381866118305272	0.0014897501427759228	0.0810848347189569	0.0	0.6462482256612544	0.781884338016331
181	0.4376570504945079	0.1834560807168191	0.2717273675323562	0.0015604948978860298	0.10559900635843074	0.0	0.664525549500439	0.7468860165856913
182	0.3233131142644725	0.09611503852462815	0.40480481535673496	9.112144156757504E-4	0.17485581743848863	0.0	0.6211605356383476	0.7843609487775861
183	0.28711466050614187	0.31200741439935803	0.22308951198691146	0.001517963486231013	0.17627044962135766	0.0	0.6310384867894665	0.7865554524927845
184	0.08042834809371088	0.4876524368937468	0.041904532423615956	0.006962408525328819	0.3830522740635975	0.01	0.4611090111159111	0.8969437059065977
185	0.2707346848987178	0.07472876172649529	0.10840163466009098	0.005392230068115874	0.54074268864658	0.01	0.568824970698368	0.8224555786941083
186	0.40473064398721037	0.3338084707511761	0.11292134531523912	0.0015237783207518074	0.14701576162562266	0.0	0.6596730833685882	0.7554973607797068
187	0.061585512467924104	0.3461581012971689	0.33619436926516827	0.0010246847647390164	0.25503733220499974	0.0	0.6088189186235221	0.8087604170228299
188	0.3684624189234459	0.24258290069276697	0.334248114529812	0	0.05470656585397501	0.0	0.645306821598591	0.7634082143607438
189	0.43807859866683896	0.10046077193482568	0.32774358646089713	0.001628731775165469	0.13208831116227282	0.0	0.6449601902144791	0.7671209716924866
190	0.1817556708385396	0.05304039658784749	0.4529831058490851	0.0015552248656092963	0.3106656018589185	0.0	0.6253625626225146	0.7797945134916471
191	0.24921631633074307	0.09636579422178375	0.1806852724590705	0.005915636290970852	0.46781698069743183	0.01	0.5654323600249568	0.8256142456534252
192	0.14339247949839992	0.3213046062430557	0.5055315189531899	0.0013930427862603656	0.028378352519094128	0.0	0.6612880365392005	0.7505617720033818
193	0.5221457355790446	0.23834738170319497	0.0894483984447674	0.001609166135564912	0.14844931813742804	0.0	0.6359530217643222	0.775217501161798
194	0.34718020333020183	0.21365037490822172	0.19544897049394094	0.0012530352755506854	0.24246741599208482	0.0	0.651484739005907	0.764041763407928
195	0.3083427982326591	0.11785712763489004	0.2674781990671537	0.0013315703208053198	0.3049903047444919	0.0	0.6215796776165649	0.7843536479136756
