Column	adipocyte	cd4	MVEC	m1_macro	m2_macro	P.value	Pearson.Correlation	RMSE
SRR1433410	0.812719124244505	0.00791804082715503	0.0794528654252102	0.000333803034842188	0.0995761664682878	0	0.903208823653805	0.463890502521378
SRR1433555	0.589961234816595	0	0.382620989264874	0	0.0274177759185301	0	0.490004483089044	0.972505520115055
SRR1433950	0.555870824523533	0	0.330069207310424	0	0.114059968166043	0.00201005025125628	0.398677659518799	1.02652022710987
SRR1437119	0.77903142973417	0.0327228628910384	0.168133443294443	0.00247019461166238	0.0176420694686854	0.00201005025125628	0.41021764844193	1.10937438502799
SRR1437390	0.597068227882007	0	0.365526492692377	0	0.0374052794256163	0	0.519301184654425	0.94349098539758
SRR1441159	0.717629665524269	0.0598865199384693	0.164734028019851	0.00447461528959084	0.0532751712278198	0	0.796356243284605	0.629105727538268
SRR1444138	0.523874319053645	0	0.437708419244977	0	0.0384172617013772	0.00904522613065327	0.265147254035241	1.14908171785902
SRR1445259	0.639764675479609	0	0.297255538950563	0	0.062979785569828	0.00201005025125628	0.400498841401727	1.05885141022031
SRR1445637	0.453709935343578	0.00325915598887768	0.48593048891167	0	0.0571004197558748	0.00100502512562814	0.423442861238244	1.00659525759784
SRR1446028	0.751193515663473	0	0.184680454517568	0	0.0641260298189584	0	0.785110255801453	0.663014903340513
SRR1446375	0.758460180958674	0	0.19890605133852	0	0.0426337677028061	0	0.549814888717553	0.963846806214509
SRR1447303	0.699148471534317	0	0.196567345020707	0	0.104284183444976	0.00201005025125628	0.373447188756743	1.09939919219696
SRR1447564	0.410121396807725	0	0.37648885902875	0	0.213389744163526	0.00603015075376884	0.28438127335417	1.06806547860597
SRR1452033	0.507506270071248	0	0.449282056308273	0	0.0432116736204791	0.00301507537688442	0.321199449366913	1.10113102274068
SRR1452164	0.567061239236759	0	0.349588678075558	0	0.0833500826876828	0	0.538309472445419	0.909669039537031
SRR1452270	0.530385803094183	0.00299248560703592	0.426498241187041	0	0.0401234701117398	0.00402010050251256	0.306545010504028	1.11569469279518
SRR1452468	0.352620854801807	0	0.390877115476972	0	0.256502029721221	0.0130653266331658	0.240409430190616	1.08368706791368
SRR1452935	0.508520591790874	0	0.281365337643494	0	0.210114070565632	0.0190954773869347	0.193638501600829	1.15050921547357
SRR1453811	0.791816301080134	0	0.145916623823397	0	0.0622670750964686	0	0.536259522352006	0.992435294865199
SRR1454201	0.84851702902915	0.000731168636340476	0.0717917763094054	0.000266880570078761	0.0786931454550251	0	0.801625506386571	0.676455977700019
SRR1454439	0.210041546483268	0	0.599965874854557	0	0.189992578662174	0.04321608040201	0.118705472253617	1.21010120306059
SRR1454739	0.520804226524772	0.000440618390447825	0.252327094698661	0	0.226428060386119	0	0.566388073897867	0.855726302940022
SRR1454909	0.491799344264009	0	0.385479786144649	0	0.122720869591343	0.00402010050251256	0.305705494788924	1.08621065354181
SRR1454995	0.444637313045002	0	0.479008996554887	0	0.0763536904001119	0.0160804020100503	0.209784092008326	1.16863164186163
SRR1455038	0.716828544812483	0.00400625834288857	0.217120482721885	0	0.0620447141227438	0.00603015075376884	0.284227204813079	1.18879596466703
SRR1455195	0.760570319548698	0.0119749123276944	0.141985693114701	0.000818329091168454	0.0846507459177382	0	0.755680409042972	0.70699033387679
SRR1456229	0.586321580188379	0	0.323213816081242	0	0.0904646037303793	0.0281407035175879	0.159563769856988	1.22601777537822
SRR1457854	0.602316037773177	0	0.368789202284355	0	0.028894759942468	0	0.50285822056936	0.962450992997022
